DevilRef,DevilSystemId,DevilID,CaseRef,Devil_Type,Devil_Text,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"DVA_LA_137","LA",137,"C_EGD_697","Male","Black_man","LEM","09_21_01_13:22:21","LEM","11_06_02_15:20:08"
"DVA_LA_138","LA",138,"C_EGD_34","Female_Fairy","Queen_of_Elphane","LEM","09_25_01_11:58:06","LEM","09_25_01_11:58:14"
"DVA_LA_139","LA",139,"C_EGD_137","Male",,"LEM","09_25_01_16:47:57","jhm","10_03_02_16:24:26"
"DVA_LA_140","LA",140,"C_EGD_137","Animal_Devil","Horse","LEM","09_25_01_16:49:28","LEM","09_25_01_16:49:49"
"DVA_LA_141","LA",141,"C_EGD_140","Spirit","Helena_McBurnie","LEM","09_25_01_17:03:17","LEM","09_25_01_17:03:58"
"DVA_LA_148","LA",148,"C_EGD_141","Male","Black_man","LEM","10_01_01_12:40:15","jhm","10_08_02_08:39:45"
"DVA_LA_149","LA",149,"C_EGD_141","Baby","naked_infant_bairn","LEM","10_01_01_12:40:29","jhm","10_08_02_08:39:41"
"DVA_LA_15","LA",15,"C_EGD_179","Human_Devil","non-specific","LEM","05_22_01_11:48:22","LEM","05_22_01_11:48:33"
"DVA_LA_150","LA",150,"C_EGD_141","Animal_Devil","the_witch's_Cat","LEM","10_01_01_12:41:04","LEM","10_01_01_12:41:18"
"DVA_LA_151","LA",151,"C_EGD_141","Female","in_likeness_of_the_accused","LEM","10_01_01_12:41:19","jhm","10_08_02_08:39:43"
"DVA_LA_152","LA",152,"C_EGD_935","Male_Fairy","grey_beard.","LEM","10_01_01_13:57:52","LEM","10_01_01_13:58:40"
"DVA_LA_153","LA",153,"C_EGD_34","Male_Fairy","man_in_Green_clothes","LEM","10_08_01_09:54:06","LEM","10_08_01_09:54:14"
"DVA_LA_154","LA",154,"C_EGD_54","Male","Black_man","LEM","10_08_01_14:55:55","jhm","11_07_02_15:03:09"
"DVA_LA_155","LA",155,"C_EGD_59","Male","In_quhyte_rayment","LEM","10_09_01_09:24:45","jhm","10_10_02_14:33:18"
"DVA_LA_156","LA",156,"C_EGD_59","Male","a_black_man","LEM","10_09_01_09:39:50","jhm","10_10_02_14:33:14"
"DVA_LA_159","LA",159,"C_EGD_63","Male","black_man","LEM","10_09_01_10:05:11","LEM","11_07_02_11:23:23"
"DVA_LA_16","LA",16,"C_LA_2638","Male","a_trymme_gentleman","LEM","05_22_01_12:16:35","LEM","11_11_02_11:27:06"
"DVA_LA_161","LA",161,"C_EGD_63","Animal_Devil","a_dog","LEM","10_09_01_10:45:23","LEM","10_09_01_10:46:11"
"DVA_LA_162","LA",162,"C_EGD_63","Spirit","named_Elva_(Eloa)","LEM","10_09_01_11:52:36","LEM","07_26_02_10:52:05"
"DVA_LA_17","LA",17,"C_LA_2638","Animal_Devil","dog","LEM","05_22_01_12:16:58","LEM","05_22_01_12:17:00"
"DVA_LA_18","LA",18,"C_LA_2638","Human_Devil","heavy_like_an_ox","LEM","05_22_01_12:17:18","LEM","05_22_01_12:17:23"
"DVA_LA_19","LA",19,"C_EGD_180","Male","Tryme_gentleman","LEM","05_22_01_12:24:59","jhm","10_22_02_11:51:49"
"DVA_LA_194","LA",194,"C_EGD_110","Male","mekle_black_man","LEM","10_10_01_09:18:45","jhm","10_02_02_10:06:08"
"DVA_LA_199","LA",199,"C_EGD_103","Male","black_man","LEM","10_10_01_15:22:04","jhm","10_01_02_11:31:22"
"DVA_LA_2","LA",2,"C_EGD_162","Animal_Devil","Foil","LEM","05_18_01_12:58:11","LEM","05_18_01_12:58:26"
"DVA_LA_20","LA",20,"C_EGD_180","Animal_Devil","rough_calf","LEM","05_22_01_12:27:15","LEM","05_22_01_12:28:02"
"DVA_LA_200","LA",200,"C_EGD_104","Male","black_man","LEM","10_10_01_15:28:15","jhm","10_01_02_12:00:31"
"DVA_LA_201","LA",201,"C_EGD_107","Male","black_man","LEM","10_10_01_15:39:47","jhm","10_01_02_15:04:11"
"DVA_LA_202","LA",202,"C_EGD_108","Male",,"LEM","10_10_01_15:49:57","jhm","10_01_02_15:28:42"
"DVA_LA_205","LA",205,"C_EGD_104","Spirit","in_voice","LEM","10_16_01_10:12:51","LEM","10_16_01_10:13:05"
"DVA_LA_206","LA",206,"C_EGD_1268","Male","Black_man","LEM","10_16_01_15:24:43","jhm","10_03_02_11:31:00"
"DVA_LA_207","LA",207,"C_EGD_1269","Male","black_man","LEM","10_16_01_15:47:11","jhm","10_03_02_11:34:17"
"DVA_LA_208","LA",208,"C_EGD_29","Ghost","Thom_Reid","LEM","10_18_01_09:39:14","LEM","10_18_01_09:39:27"
"DVA_LA_209","LA",209,"C_EGD_29","Ghost","The_laird_of_Auchinsteyth_who_had_died","LEM","10_18_01_10:12:25","LEM","10_18_01_10:13:36"
"DVA_LA_210","LA",210,"C_EGD_1329","Male","great_man","LEM","10_19_01_09:53:04","jhm","10_03_02_14:57:21"
"DVA_LA_211","LA",211,"C_EGD_1334","Animal_Devil","great_dog","LEM","10_19_01_10:07:21","LEM","10_19_01_10:07:30"
"DVA_LA_212","LA",212,"C_EGD_1334","Male",,"LEM","10_19_01_10:07:41","jhm","10_03_02_15:11:21"
"DVA_LA_213","LA",213,"C_EGD_1334","Animal_Devil","as_a_foal","LEM","10_19_01_10:11:03","LEM","10_19_01_10:11:10"
"DVA_LA_216","LA",216,"C_EGD_1338","Male","gentleman","LEM","10_19_01_10:32:15","jhm","10_03_02_15:24:09"
"DVA_LA_217","LA",217,"C_EGD_1312","Animal_Devil","a_black_dun_dogg","LEM","10_19_01_15:25:02","LEM","10_19_01_15:25:09"
"DVA_LA_218","LA",218,"C_EGD_1312","Male","black_man","LEM","10_19_01_15:25:10","jhm","10_03_02_14:08:36"
"DVA_LA_219","LA",219,"C_EGD_1312","Male","black_man_with_a_staff","LEM","10_19_01_15:29:52","jhm","10_03_02_14:08:34"
"DVA_LA_226","LA",226,"C_EGD_1322","Male","gentleman","LEM","10_19_01_16:05:15","jhm","10_03_02_14:35:28"
"DVA_LA_227","LA",227,"C_EGD_1322","Animal_Devil","meikle_grayhound","LEM","10_19_01_16:05:23","LEM","10_19_01_16:05:41"
"DVA_LA_228","LA",228,"C_EGD_1322","Male","man_in_green_clothes","LEM","10_19_01_16:05:41","jhm","10_03_02_14:35:27"
"DVA_LA_229","LA",229,"C_EGD_1308","Male","black_man","LEM","10_22_01_15:45:42","jhm","10_03_02_13:54:47"
"DVA_LA_231","LA",231,"C_EGD_1306","Male","black_man","LEM","10_22_01_16:20:37","LEM","11_11_02_11:28:04"
"DVA_LA_233","LA",233,"C_EGD_1310","Animal_Devil","as_a_meikle_rouch_dog_with_speech","LEM","10_23_01_10:35:07","LEM","10_23_01_10:35:15"
"DVA_LA_234","LA",234,"C_EGD_1310","Animal_Devil","colt_foal","LEM","10_23_01_10:35:19","LEM","10_23_01_10:35:27"
"DVA_LA_235","LA",235,"C_EGD_1310","Male","the_spirit_of_her_dead_husband","LEM","10_23_01_10:35:29","jhm","10_03_02_14:04:31"
"DVA_LA_236","LA",236,"C_EGD_228","Male","Meikle_blak_man","LEM","11_26_01_12:10:32","jhm","10_24_02_16:45:30"
"DVA_LA_237","LA",237,"C_EGD_785","Male","as_her_husband","LEM","11_26_01_15:53:36","LEM","11_06_02_09:54:14"
"DVA_LA_239","LA",239,"C_EGD_1379","Male",,"LEM","11_29_01_14:21:05","jhm","10_03_02_16:39:21"
"DVA_LA_24","LA",24,"C_EGD_1094","Spirit","a_familiar_spreit","LEM","06_12_01_12:26:24","LEM","06_12_01_12:27:24"
"DVA_LA_240","LA",240,"C_EGD_792","Male_Fairy",,"LEM","11_30_01_10:09:09","LEM","11_30_01_10:09:10"
"DVA_LA_241","LA",241,"C_EGD_792","Male",,"LEM","11_30_01_10:09:13","LEM","11_05_02_16:34:03"
"DVA_LA_242","LA",242,"C_EGD_1749","Male","Black_man","LEM","01_16_02_10:49:05","jhm","10_22_02_09:25:18"
"DVA_LA_243","LA",243,"C_EGD_1748","Male","black_man_in_black_clothes","LEM","01_16_02_11:46:28","jhm","10_22_02_09:22:02"
"DVA_LA_244","LA",244,"C_EGD_1747","Male","black_man_in_black_clothes","LEM","01_16_02_11:58:54","jhm","10_22_02_09:04:20"
"DVA_LA_245","LA",245,"C_EGD_1746","Male","black_man","LEM","01_16_02_12:13:44","jhm","10_22_02_08:59:25"
"DVA_LA_246","LA",246,"C_EGD_1746","Spirit","a_man_like_her_dead_husband","LEM","01_16_02_12:18:36","LEM","01_16_02_12:18:45"
"DVA_LA_247","LA",247,"C_EGD_1745","Male","black_man","LEM","01_16_02_12:25:54","jhm","10_22_02_08:55:28"
"DVA_LA_248","LA",248,"C_EGD_1744","Male","black_man","LEM","01_16_02_12:36:44","jhm","10_22_02_08:51:48"
"DVA_LA_249","LA",249,"C_EGD_1773","Male","black_shawl_and_black_hood","LEM","01_30_02_13:29:06","LEM","11_11_02_11:19:39"
"DVA_LA_250","LA",250,"C_EGD_1773","Male","black-haired_mane,_black_coat,_blue_cravat","LEM","01_30_02_13:31:05","LEM","11_11_02_11:19:37"
"DVA_LA_251","LA",251,"C_EGD_1777","Male","black_hood_and_shawl","LEM","01_30_02_16:18:55","jhm","10_22_02_10:30:18"
"DVA_LA_252","LA",252,"C_EGD_1773","Female","Antiochia,_gentle_wife_of_the_Devil","LEM","01_31_02_09:11:08","LEM","11_11_02_11:19:35"
"DVA_LA_253","LA",253,"C_LA_2959","Male","black_shawl,_black_hood","LEM","01_31_02_09:26:22","LEM","11_11_02_11:20:40"
"DVA_LA_254","LA",254,"C_LA_2959","Male",,"LEM","01_31_02_09:26:44","LEM","11_11_02_11:20:18"
"DVA_LA_255","LA",255,"C_LA_2959","Female","Antiochia,_gentle_wife_of_the_devil","LEM","01_31_02_09:27:01","LEM","11_11_02_11:20:17"
"DVA_LA_256","LA",256,"C_EGD_1778","Male","black_shawl_and_hood","LEM","01_31_02_09:30:09","jhm","10_22_02_10:34:59"
"DVA_LA_257","LA",257,"C_EGD_1778","Male","black_mane,_black_coat,_blue_cravat","LEM","01_31_02_09:30:22","jhm","10_22_02_10:34:58"
"DVA_LA_258","LA",258,"C_EGD_1778","Female","Antiochia,_gentle_wife_of_the_devil","LEM","01_31_02_09:30:37","jhm","10_22_02_10:34:57"
"DVA_LA_259","LA",259,"C_EGD_1781","Male","black_shawl_and_hood","LEM","01_31_02_09:32:34","jhm","10_22_02_10:53:33"
"DVA_LA_26","LA",26,"C_EGD_169","Unspecified_Devil",,"LEM","06_14_01_13:42:42","LEM","06_14_01_13:42:47"
"DVA_LA_260","LA",260,"C_EGD_1781","Male","black_mane,_black_coat,_blue_cravat","LEM","01_31_02_09:32:45","jhm","10_22_02_10:53:32"
"DVA_LA_261","LA",261,"C_EGD_1781","Female","Antiochia,_gentle_wife_of_the_devil","LEM","01_31_02_09:32:56","jhm","10_22_02_10:53:31"
"DVA_LA_262","LA",262,"C_EGD_1774","Male","black_shawl_and_hood","LEM","01_31_02_09:35:38","jhm","10_22_02_10:23:30"
"DVA_LA_263","LA",263,"C_EGD_1774","Male","black_mane,_black_coat,_blue_cravat","LEM","01_31_02_09:35:47","jhm","10_22_02_10:23:29"
"DVA_LA_264","LA",264,"C_EGD_1774","Female","Antiochia,_gentle_wife_of_the_devil","LEM","01_31_02_09:35:58","jhm","10_22_02_10:23:27"
"DVA_LA_265","LA",265,"C_EGD_1780","Male","black_shawl_and_hood","LEM","01_31_02_09:46:32","jhm","10_22_02_10:49:52"
"DVA_LA_266","LA",266,"C_EGD_1780","Male","black_mane,_black_coat,_blue_cravat","LEM","01_31_02_09:46:42","jhm","10_22_02_10:49:51"
"DVA_LA_267","LA",267,"C_EGD_1780","Female","Antiochia,_gentle_wife_of_the_devil","LEM","01_31_02_09:46:54","jhm","10_22_02_10:49:50"
"DVA_LA_268","LA",268,"C_EGD_1777","Male","black_mane,_black_coat,_blue_cravat","LEM","01_31_02_09:48:55","jhm","10_22_02_10:30:17"
"DVA_LA_269","LA",269,"C_EGD_1777","Female","Antiochia,_gentle_wife_of_the_devil","LEM","01_31_02_09:49:04","jhm","10_22_02_10:30:15"
"DVA_LA_27","LA",27,"C_EGD_173","Male","grey_clothes","LEM","06_15_01_12:27:40","jhm","10_22_02_08:29:29"
"DVA_LA_270","LA",270,"C_EGD_1935","Male","black_shawl_and_hood","LEM","01_31_02_10:38:47","jhm","10_23_02_10:49:20"
"DVA_LA_271","LA",271,"C_EGD_1935","Male","black_mane,_black_coat,_blue_cravat","LEM","01_31_02_10:38:56","jhm","10_23_02_10:49:19"
"DVA_LA_272","LA",272,"C_EGD_1935","Female","Antiochia,_gentle_wife_of_the_devil","LEM","01_31_02_10:39:13","jhm","10_23_02_10:49:18"
"DVA_LA_274","LA",274,"C_LA_2968","Male",,"LEM","01_31_02_13:18:47","LEM","11_11_02_11:20:58"
"DVA_LA_275","LA",275,"C_LA_2968","Female","Antiochia,_gentle_wife_of_the_Devil","LEM","01_31_02_13:18:49","LEM","11_11_02_11:20:56"
"DVA_LA_276","LA",276,"C_LA_2969","Female","Antiochia,_gentle_wife_of_the_Devil","LEM","01_31_02_13:25:49","LEM","11_11_02_11:21:17"
"DVA_LA_277","LA",277,"C_LA_2969","Male",,"LEM","01_31_02_13:26:18","LEM","11_11_02_11:21:25"
"DVA_LA_278","LA",278,"C_LA_2970","Male","black_shawl_and_hood","LEM","01_31_02_14:58:44","LEM","11_11_02_11:21:49"
"DVA_LA_279","LA",279,"C_LA_2970","Male","black_mane,_black_coat,_blue_cravat","LEM","01_31_02_14:58:54","LEM","11_11_02_11:21:38"
"DVA_LA_280","LA",280,"C_LA_2970","Female","Antiochia,_gentle_wife_of_the_devil","LEM","01_31_02_14:59:07","LEM","11_11_02_11:21:36"
"DVA_LA_281","LA",281,"C_LA_2972","Male","black_shawl_and_hood","LEM","01_31_02_20:54:21","LEM","11_11_02_11:22:16"
"DVA_LA_282","LA",282,"C_LA_2972","Male","black_mane,_black_coat,_blue_cravat","LEM","01_31_02_20:54:29","LEM","11_11_02_11:22:03"
"DVA_LA_283","LA",283,"C_LA_2972","Female","Antiochia,_gentle_wife_to_the_devil","LEM","01_31_02_20:54:38","LEM","11_11_02_11:22:02"
"DVA_LA_284","LA",284,"C_EGD_1779","Male","black_shawl_and_hood","LEM","01_31_02_21:06:30","jhm","10_22_02_10:38:48"
"DVA_LA_285","LA",285,"C_EGD_1779","Male","black_coat,_black_mane,_blue_cravate","LEM","01_31_02_21:06:36","jhm","10_22_02_10:38:47"
"DVA_LA_286","LA",286,"C_EGD_1779","Female","Antiochia,_gentle_wife_of_the_devil","LEM","01_31_02_21:06:48","jhm","10_22_02_10:38:46"
"DVA_LA_287","LA",287,"C_LA_2973","Male","black_shawl_and_hood","LEM","01_31_02_21:21:53","LEM","11_11_02_11:22:37"
"DVA_LA_288","LA",288,"C_LA_2973","Male","black_mane,_black_coat,_blue_cravat","LEM","01_31_02_21:21:58","LEM","11_11_02_11:22:28"
"DVA_LA_289","LA",289,"C_LA_2973","Female","Antiochia,_gentle_wife_of_the_devil","LEM","01_31_02_21:22:11","LEM","11_11_02_11:22:27"
"DVA_LA_29","LA",29,"C_EGD_1605","Animal_Devil","cat","LEM","06_19_01_14:09:51","LEM","06_19_01_14:09:56"
"DVA_LA_290","LA",290,"C_LA_2974","Male","black_shawl_and_hood","LEM","01_31_02_21:34:00","LEM","11_11_02_11:23:00"
"DVA_LA_291","LA",291,"C_LA_2974","Male","black_mane_and_coat,_blue_cravat","LEM","01_31_02_21:34:07","LEM","11_11_02_11:22:51"
"DVA_LA_292","LA",292,"C_LA_2974","Female","Antiochia,_gentle_wife_of_the_devil","LEM","01_31_02_21:34:15","LEM","11_11_02_11:22:49"
"DVA_LA_293","LA",293,"C_LA_2975","Male","black_shawl_and_hood","LEM","02_01_02_11:21:15","LEM","11_11_02_11:23:28"
"DVA_LA_294","LA",294,"C_LA_2975","Male","black_mane_and_coat,_blue_cravat","LEM","02_01_02_11:21:23","LEM","11_11_02_11:23:11"
"DVA_LA_295","LA",295,"C_LA_2975","Female","Antiochia,_gentle_wife_of_the_Devil","LEM","02_01_02_11:21:34","LEM","11_11_02_11:23:10"
"DVA_LA_296","LA",296,"C_LA_2976","Male","black_shawl_and_hood","LEM","02_01_02_11:44:47","LEM","11_11_02_11:23:47"
"DVA_LA_297","LA",297,"C_LA_2976","Male","black_coat_and_mane,_blue_cravat","LEM","02_01_02_11:44:53","LEM","11_11_02_11:23:39"
"DVA_LA_298","LA",298,"C_LA_2976","Female","Antiochia,_gentlewife_of_the_devil","LEM","02_01_02_11:45:08","LEM","11_11_02_11:23:37"
"DVA_LA_299","LA",299,"C_LA_2977","Male","black_shawl_and_hood","LEM","02_01_02_11:55:55","LEM","11_11_02_11:24:07"
"DVA_LA_3","LA",3,"C_EGD_162","Male","Man","LEM","05_18_01_12:58:29","jhm","10_18_02_16:12:47"
"DVA_LA_30","LA",30,"C_EGD_1605","Male",,"LEM","06_19_01_14:10:14","jhm","10_18_02_15:48:44"
"DVA_LA_300","LA",300,"C_LA_2977","Male","black_coat_and_mane,_blue_cravat","LEM","02_01_02_11:56:00","LEM","11_11_02_11:24:00"
"DVA_LA_301","LA",301,"C_LA_2977","Female","Antiochia,_gentle_wife_of_the_devil","LEM","02_01_02_11:56:10","LEM","11_11_02_11:23:57"
"DVA_LA_302","LA",302,"C_LA_2978","Male","black_shawl_and_hood","LEM","02_01_02_12:17:10","LEM","11_11_02_11:24:24"
"DVA_LA_303","LA",303,"C_LA_2978","Male","black_coat_and_mane,_blue_cravat","LEM","02_01_02_12:17:25","LEM","11_11_02_11:24:18"
"DVA_LA_304","LA",304,"C_LA_2978","Female","Antiochia,_gentle_wife_of_the_devil","LEM","02_01_02_12:17:34","LEM","11_11_02_11:24:16"
"DVA_LA_305","LA",305,"C_LA_2979","Male","black_shawl_and_hood","LEM","02_01_02_12:28:18","LEM","11_11_02_11:24:44"
"DVA_LA_306","LA",306,"C_LA_2979","Male","black_coat_and_mane,_blue_cravat","LEM","02_01_02_12:28:23","LEM","11_11_02_11:24:35"
"DVA_LA_307","LA",307,"C_LA_2979","Female","Antiochia,_gentle_wife_of_the_devil","LEM","02_01_02_12:28:31","LEM","11_11_02_11:24:34"
"DVA_LA_308","LA",308,"C_LA_2980","Male","black_shawl_and_hood","LEM","02_01_02_12:39:35","LEM","11_11_02_11:25:12"
